regcode;sepa;name;name_before_quotes;name_in_quotes;name_after_quotes;without_quotes;regtype;regtype_text;type;type_text;registered;terminated;closed;address;index;addressid;region;city;atvk;reregistration_term
40103763087;LV77ZZZ40103763087;"Sabiedrība ar ierobežotu atbildību ""Baltic Services""";Sabiedrība ar ierobežotu atbildību;Baltic Services;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2014-02-26;; ;Rīga, Hospitāļu iela 1 - 64;1013;112695934;0;100003003;0010000;
40103961622;LV46ZZZ40103961622;"Sabiedrība ar ierobežotu atbildību ""SEMIPRO""";Sabiedrība ar ierobežotu atbildību;SEMIPRO;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2016-01-15;2018-04-24;L;Rīga, Kaivas iela 50 k-4 - 58A;1021;117651700;0;100003003;0010000;
48501004019;LV87ZZZ48501004019;"Saldus rajona Remtes pagasta zemnieku saimniecība ""VĪTIŅI""";Saldus rajona Remtes pagasta zemnieku saimniecība;VĪTIŅI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1992-05-14;; ;"Saldus nov., Remtes pag., ""Vītiņi""";3871;100013834;100016663;0;0840680;
40002129868;LV67ZZZ40002129868;"IK ""Uldis Egle""";IK;Uldis Egle;"";0;K;Komercreģistrs;IK;Individuālais komersants;2007-08-22;2017-05-17;L;Rīga, Rostokas iela 32 - 56;1029;113469127;0;100003003;0010000;
40103545709;LV07ZZZ40103545709;"Sabiedrība ar ierobežotu atbildību ""Test laboratories""";Sabiedrība ar ierobežotu atbildību;Test laboratories;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2012-05-17;2017-05-17;L;Rīga, Baznīcas iela 37 - 4;1010;111896030;0;100003003;0010000;
40103564818;LV07ZZZ40103564818;"Sabiedrība ar ierobežotu atbildību ""5 Star Service""";Sabiedrība ar ierobežotu atbildību;5 Star Service;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2012-07-11;2017-05-17;L;Rīga, Aizkraukles iela 23;1006;101813172;0;100003003;0010000;
40203142156;LV69ZZZ40203142156;SIA A.K. Tīrība;SIA;A.K. Tīrība;"";1;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2018-05-09;; ;Rīga, Pampāļu iela 16;1058;101961903;0;100003003;0010000;
40002086836;LV65ZZZ40002086836;"Rīgas pilsētas Lapsas individuālais komerciālais uzņēmums ""ĒRIKS UN EDUARDS""";Rīgas pilsētas Lapsas individuālais komerciālais uzņēmums;ĒRIKS UN EDUARDS;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;2000-10-02;; ;Rīga, Hermaņa iela 7 - 1;1002;112499742;0;100003003;0010000;
40203224861;LV71ZZZ40203224861;"SIA ""TimeTag.Space""";SIA;TimeTag.Space;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2019-08-22;; ;Rīga, Pulka iela 3;1007;104593415;0;100003003;"";
40103226230;;"Sabiedrība ar ierobežotu atbildību ""Saules zīme""";Sabiedrība ar ierobežotu atbildību;Saules zīme;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2009-04-22;2013-12-13;L;Ogres nov., Ogre, Strēlnieku prospekts 37-2;5001;110377542;100015356;100003470;0740201;
48501004023;LV76ZZZ48501004023;"Saldus rajona Novadnieku pagasta zemnieku saimniecība ""KALNIŅI""";Saldus rajona Novadnieku pagasta zemnieku saimniecība;KALNIŅI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1992-05-14;; ;"Saldus nov., Novadnieku pag., ""Kalniņi""";3880;106352532;100016204;0;0847200;
44101030804;;"Vaidavas pagasta zemnieku saimniecība ""JAUNBAIŽAS""";Vaidavas pagasta zemnieku saimniecība;JAUNBAIŽAS;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1999-09-08;2013-12-13;L;"Kocēnu nov., Vaidavas pag., ""Jaunbaižas""";4220;103714414;100016294;0;0960288;
50008283451;LV05ZZZ50008283451;"""Ziemeļu gaisma""";"";Ziemeļu gaisma;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2019-01-07;; ;Saldus nov., Saldus, Meža iela 70;3801;103135090;100016204;100003614;0840201;
44102023284;"";"IK ""MILLERU BŪVES""";IK;MILLERU BŪVES;"";0;K;Komercreģistrs;IK;Individuālais komersants;2003-11-11;2013-05-22;L;Cēsu nov., Cēsis, Palmu iela 4;4101;101586095;100015774;100003157;0420100;
48501012567;LV54ZZZ48501012567;"Dobeles rajona Bēnes pagasta zemnieku saimniecība ""OŠI""";Dobeles rajona Bēnes pagasta zemnieku saimniecība;OŠI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1995-05-05;2021-05-28;L;"Auces nov., Bēnes pag., ""Oši""";3711;100011203;100015717;0;0465000;
40003363570;;"Sabiedrība ar ierobežotu atbildību ""RCT1""";Sabiedrība ar ierobežotu atbildību;RCT1;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1997-10-21;2013-12-13;L;Rīga, Lutriņu iela 9a;1002;101935888;0;100003003;0010000;
40103308842;;"Sabiedrība ar ierobežotu atbildību ""Revers būve""";Sabiedrība ar ierobežotu atbildību;Revers būve;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2010-07-23;2013-12-13;L;Rīga, Merķeļa iela 11;1050;101950208;0;100003003;0010000;
40008082768;LV88ZZZ40008082768;"""H.K. ATOLS 2""";"";H.K. ATOLS 2;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2004-06-15;; ;Rīga, Zvaigznāja gatve 14 - 51;1082;112600853;0;100003003;0010000;
45403001259;"";"Jēkabpils raj. Gārsenes pag.kokmateriālu un graudu pārstrādes un realizācijas kooperatīvā sabiedrība ""GĀRŠA""";Jēkabpils raj. Gārsenes pag.kokmateriālu un graudu pārstrādes un realizācijas kooperatīvā sabiedrība;GĀRŠA;"";0;U;Uzņēmumu reģistra žurnāls;KB;Kooperatīvā sabiedrība;1992-09-29;2003-01-20;L;Jēkabpils rajons, Gārsenes pagasts, Liepu 2;5218;100011687;0;0;0566200;
43602016942;LV03ZZZ43602016942;"IK ""Oskars Drevinskis""";IK;Oskars Drevinskis;"";0;K;Komercreģistrs;IK;Individuālais komersants;2004-12-09;2015-09-11;L;Bauskas nov., Bauska, Mēmeles iela 4;3901;101597026;100015758;100003140;0400100;
40003624383;LV65ZZZ40003624383;"Sabiedrība ar ierobežotu atbildību ""ELOZO AGA""";Sabiedrība ar ierobežotu atbildību;ELOZO AGA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2003-03-26;2017-05-17;L;Rīga, Kvēles iela 15 k-11;1024;104590008;0;100003003;0010000;
40002104351;LV35ZZZ40002104351;"IK ""Raima Segliņa""";IK;Raima Segliņa;"";0;K;Komercreģistrs;IK;Individuālais komersants;2004-06-16;; ;"Tukuma nov., Slampes pag., Slampe, ""Uplejas""";3119;102920076;100016261;0;0908000;
43602009230;LV65ZZZ43602009230;"Jelgavas A.Bikova individuālais uzņēmums ""ROBERTS UN KO""";Jelgavas A.Bikova individuālais uzņēmums;ROBERTS UN KO;"";0;U;Uzņēmumu reģistra žurnāls;IND;Individuālais uzņēmums;1998-04-23;2015-09-11;L;Jelgava, Meiju ceļš 18-30;3001;116452967;0;100003028;0090000;
40103193419;LV17ZZZ40103193419;"Sabiedrība ar ierobežotu atbildību ""Zafte""";Sabiedrība ar ierobežotu atbildību;Zafte;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2008-09-29;2015-02-25;L;Rīga, Ceraukstes iela 18;1004;101870005;0;100003003;0010000;
40103863336;LV42ZZZ40103863336;"Sabiedrība ar ierobežotu atbildību ""RAMANTA""";Sabiedrība ar ierobežotu atbildību;RAMANTA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2015-01-21;2021-05-26;L;Rīga, Kalnciema iela 125;1046;101121522;0;100003003;0010000;
40103233586;LV65ZZZ40103233586;"Sabiedrība ar ierobežotu atbildību ""Aktīvi""";Sabiedrība ar ierobežotu atbildību;Aktīvi;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2009-06-08;2017-05-17;L;Rīga, Aleksandra Čaka iela 83/85 - 19;1011;111993973;0;100003003;0010000;
41203041375;;"Sabiedrība ar ierobežotu atbildību ""T.S. aģentūra""";Sabiedrība ar ierobežotu atbildību;T.S. aģentūra;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-08-18;2013-12-13;L;Ventspils, Celtnieku iela 34/36-31;3602;115928631;0;100003060;0270000;
40003634983;;"Sabiedrība ar ierobežotu atbildību ""VILANTA""";Sabiedrība ar ierobežotu atbildību;VILANTA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2003-06-17;2013-12-13;L;Rīga, Ciemupes iela 1-78;1024;117564123;0;100003003;0010000;
40003892343;LV84ZZZ40003892343;"Sabiedrība ar ierobežotu atbildību ""A Priori Consulting""";Sabiedrība ar ierobežotu atbildību;A Priori Consulting;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2007-01-25;2017-05-17;L;Rīga, Lugažu iela 10 - 15;1045;117969797;0;100003003;0010000;
40002132548;LV69ZZZ40002132548;"""Bondars TM"" IK";"";Bondars TM;IK;0;K;Komercreģistrs;IK;Individuālais komersants;2008-01-07;2020-03-20;L;"Ikšķiles nov., Tīnūžu pag., Aizupes, ""Aizupes"" - 38";5001;118139228;100015428;0;0740625;
48503004259;LV06ZZZ48503004259;"Automašīnu garāžu īpašnieku kooperatīvā sabiedrība ""GARĀŽA""";Automašīnu garāžu īpašnieku kooperatīvā sabiedrība;GARĀŽA;"";0;U;Uzņēmumu reģistra žurnāls;KB;Kooperatīvā sabiedrība;1995-02-08;; ;Saldus nov., Saldus, Dzirnavu iela 11A;3801;104439451;100016204;100003614;0840100;
40203056723;LV03ZZZ40203056723;"SIA ""MD TA""";SIA;MD TA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2017-03-15;; ;Rīga, Kārļa Ulmaņa gatve 3;1004;101841892;0;100003003;0010000;
40003746324;LV32ZZZ40003746324;"Pilnsabiedrība ""LEMMINKAINEN LEMCON""";Pilnsabiedrība;LEMMINKAINEN LEMCON;"";0;K;Komercreģistrs;PS;Pilnsabiedrība;2005-05-26;2014-10-06;L;Rīga, Brīvības iela 52-1;1011;111837530;0;100003003;0010000;
40002113918;LV37ZZZ40002113918;"Individuālais komersants ""NORDLATS""";Individuālais komersants;NORDLATS;"";0;K;Komercreģistrs;IK;Individuālais komersants;2005-08-26;; ;Rīga, Salnas iela 12 - 33;1021;113275880;0;100003003;0010000;
40008082819;LV69ZZZ40008082819;"""Starptautiskā šķīrējtiesa""";"";Starptautiskā šķīrējtiesa;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2004-06-17;; ;Balvu nov., Balvi, Teātra iela 14 - 12;4501;115857325;100015741;100003124;0380100;
40008082823;LV58ZZZ40008082823;"""Baltijas Starptautiskā šķīrējtiesa""";"";Baltijas Starptautiskā šķīrējtiesa;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2004-06-17;; ;Balvu nov., Balvi, Teātra iela 14 - 12;4501;115857325;100015741;100003124;0380100;
44103005337;LV04ZZZ44103005337;"SIA ""REVIGMA""";SIA;REVIGMA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1994-01-28;2016-06-14;L;Rīga, Starta iela 7;1026;101997600;0;100003003;0010000;
40008082842;LV30ZZZ40008082842;"""Latvijas Komercbanku asociācijas šķīrējtiesa""";"";Latvijas Komercbanku asociācijas šķīrējtiesa;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2004-06-17;; ;Balvu nov., Balvi, Teātra iela 14 - 12;4501;115857325;100015741;100003124;0380100;
41203003585;LV54ZZZ41203003585;"Sabiedrība ar ierobežotu atbildību ""OPĀLS""";Sabiedrība ar ierobežotu atbildību;OPĀLS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1993-05-27;2019-01-14;L;Ventspils, Jūras iela 51 - 13;3601;115913082;0;100003060;0270000;
40002166811;LV57ZZZ40002166811;"Individuālais komersants ""K.R.A.M. 12""";Individuālais komersants;K.R.A.M. 12;"";0;K;Komercreģistrs;IK;Individuālais komersants;2013-01-03;2015-06-02;L;Rīga, Kandavas iela 8 k-7 -21;1083;112099754;0;100003003;0010000;
41503002377;LV16ZZZ41503002377;"Sabiedrība ar ierobežotu atbildību ""ZILĀ EZERZEME""";Sabiedrība ar ierobežotu atbildību;ZILĀ EZERZEME;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1991-12-06;; ;Daugavpils, Saules iela 71B;5401;105864016;0;100003011;0050000;
40203198431;LV52ZZZ40203198431;V-Logistic SIA;"";V-Logistic;SIA;1;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2019-03-01;2021-05-26;L;Rīga, Rusova iela 9 - 16;1026;119130906;0;100003003;0010000;
40103397272;LV57ZZZ40103397272;"Sabiedrība ar ierobežotu atbildību ""NX.LV""";Sabiedrība ar ierobežotu atbildību;NX.LV;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-03-24;2017-06-28;L;Rīga, Lielirbes iela 29;1046;103411661;0;100003003;0010000;
44102024576;"";"IK ""JK HOLDING""";IK;JK HOLDING;"";0;K;Komercreģistrs;IK;Individuālais komersants;2004-09-15;2013-04-04;L;Cēsu nov., Cēsis, Festivāla iela 3;4101;101581334;100015774;100003157;0420100;
51502027271;"";"IK ""EVIJA""";IK;EVIJA;"";0;K;Komercreģistrs;IK;Individuālais komersants;2007-08-30;2012-06-05;L;"Līvānu nov., Rudzātu pag., ""Līči""";5328;100015018;100015243;0;0766800;
41502027284;"";"IK ""ERCD""";IK;ERCD;"";0;K;Komercreģistrs;IK;Individuālais komersants;2007-09-04;2012-01-10;L;Daugavpils, Stacijas iela 111B-31;5403;116177517;0;100003011;0050000;
41502027710;"";"IK ""Anže""";IK;Anže;"";0;K;Komercreģistrs;IK;Individuālais komersants;2007-11-30;2012-04-18;L;Daugavpils, Puškina iela 7-24;5404;112048915;0;100003011;0050000;
44102024307;LV24ZZZ44102024307;"IK ""VEOLI""";IK;VEOLI;"";0;K;Komercreģistrs;IK;Individuālais komersants;2004-06-17;; ;Cēsu nov., Priekuļu pag., Jāņmuiža, Ozolu gatve 4 - 18;4154;115616468;100016487;0;0427200;
40003861061;LV22ZZZ40003861061;"SIA ""LARMIKS""";SIA;LARMIKS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2006-09-29;2017-04-12;L;Pārgaujas nov., Raiskuma pag., Raiskums, Ezera iela 1 - 4;4146;115587971;100016085;0;0427400;
40003789319;LV63ZZZ40003789319;"Sabiedrība ar ierobežotu atbildību ""DEJURE""";Sabiedrība ar ierobežotu atbildību;DEJURE;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2005-12-13;2017-05-17;L;Rīga, Maskavas iela 82;1003;102675366;0;100003003;0010000;
41203003424;LV36ZZZ41203003424;"Sabiedrība ar ierobežotu atbildību ""BIZNESA KLASE""";Sabiedrība ar ierobežotu atbildību;BIZNESA KLASE;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1993-04-22;2019-11-20;L;Ventspils, Saules iela 110 - 48;3601;115102501;0;100003060;0270000;
44103088767;LV25ZZZ44103088767;"""iWood"" SIA";"";iWood;SIA;0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2013-10-15;2015-06-08;L;Cēsu nov., Cēsis, Uzvaras bulvāris 12;4101;102295744;100015774;100003157;0420201;
40002158867;LV78ZZZ40002158867;RA co Būve IK;"";RA co Būve;IK;1;K;Komercreģistrs;IK;Individuālais komersants;2011-01-14;; ;Rīga, Ulbrokas iela 5 - 29;1021;113305426;0;100003003;0010000;
45402014504;"";"IK ""IM Auto Stils""";IK;IM Auto Stils;"";0;K;Komercreģistrs;IK;Individuālais komersants;2006-04-05;2013-07-26;L;Jēkabpils, Draudzības aleja 24-81;5201;110949444;0;100003237;0560100;
40103893608;LV20ZZZ40103893608;"Sabiedrība ar ierobežotu atbildību ""Shani""";Sabiedrība ar ierobežotu atbildību;Shani;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2015-04-24;; ;Rīga, Gundegas iela 3;1016;101892801;0;100003003;0010000;
48502007563;"";"IK ""ARTIS VINGRIS""";IK;ARTIS VINGRIS;"";0;K;Komercreģistrs;IK;Individuālais komersants;2003-08-28;2013-06-07;L;Saldus nov., Saldus, Veidenbauma iela 1-11;3801;114895562;100016204;100003614;0840100;
40002101181;LV71ZZZ40002101181;"Individuālais komersants ""Ineses Helmanes reklāmas aģentūra""";Individuālais komersants;Ineses Helmanes reklāmas aģentūra;"";0;K;Komercreģistrs;IK;Individuālais komersants;2004-02-05;2014-10-01;L;Rīga, Valdeķu iela 69-14;1058;113674963;0;100003003;0010000;
43202001547;LV41ZZZ43202001547;"Individuālais komersants ""ART & SOUL""";Individuālais komersants;ART & SOUL;"";0;K;Komercreģistrs;IK;Individuālais komersants;1993-08-31;2014-04-10;L;Siguldas nov., Siguldas pag., Peltes, Strauta iela 12;2150;105555307;100015380;0;0801694;
40008082895;LV54ZZZ40008082895;"""Lapsas māja""";"";Lapsas māja;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2004-06-18;; ;Rīga, Brīvības iela 148 - 65;1012;111850017;0;100003003;0010000;
45403002057;"";"Jēkabpils sabiedrība ar ierobežotu atbildību ""AUNS""";Jēkabpils sabiedrība ar ierobežotu atbildību;AUNS;"";0;U;Uzņēmumu reģistra žurnāls;SIA;Sabiedrība ar ierobežotu atbildību;1993-01-07;2003-04-22;L;Jēkabpils, Viestura iela 5;5201;101526745;0;100003237;0560100;
40002105179;LV86ZZZ40002105179;"Individuālais komersants ""Arnito""";Individuālais komersants;Arnito;"";0;K;Komercreģistrs;IK;Individuālais komersants;2004-07-30;2014-09-03;L;Ogres nov., Ogre, Zaķu iela 2-11;5001;110370441;100015356;100003470;0740201;
40002112062;"";"IK ""BALTREK""";IK;BALTREK;"";0;K;Komercreģistrs;IK;Individuālais komersants;2005-05-25;2014-01-15;L;Siguldas nov., Sigulda, Pulkveža Brieža iela 24-7;2150;110430366;100015380;100003591;0801615;
45403002095;"";"Sabiedrība ar ierobežotu atbildību ""VALTERS V""";Sabiedrība ar ierobežotu atbildību;VALTERS V;"";0;U;Uzņēmumu reģistra žurnāls;SIA;Sabiedrība ar ierobežotu atbildību;1993-01-08;2003-07-17;L;Jēkabpils, Sporta iela 8;5202;101524942;0;100003237;0560100;
45403003940;"";Aizkraukles rajona Valles pagasta komunālās saimniecības pašvaldības uzņēmums;Aizkraukles rajona Valles pagasta komunālās saimniecības pašvaldības uzņēmums;"";"";0;U;Uzņēmumu reģistra žurnāls;PSV;Pašvaldības uzņēmums;1994-05-17;2003-01-13;L;Aizkraukles rajons, Valles pagasts, Valle;5106;100101626;0;0;0329000;
40002153681;LV32ZZZ40002153681;"IK ""ĀRSTA PALĪGS""";IK;ĀRSTA PALĪGS;"";0;K;Komercreģistrs;IK;Individuālais komersants;2010-03-11;2017-04-12;L;Engures nov., Engures pag., Engure, Zaru iela 4;3113;101228542;100015838;0;0905150;
40103956763;LV95ZZZ40103956763;SIA JK FINANCE;SIA;JK FINANCE;"";1;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2015-12-22;2020-03-23;R;Rīga, Katrīnas dambis 17 - 1;1045;117400422;0;100003003;0010000;
40103827937;LV74ZZZ40103827937;"Sabiedrība ar ierobežotu atbildību ""Geitus un partneri""";Sabiedrība ar ierobežotu atbildību;Geitus un partneri;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2014-09-17;; ;Rīga, Tallinas iela 17 - 8;1012;113555157;0;100003003;0010000;
40003849105;LV18ZZZ40003849105;"""Swedbank"" AS filiāle ""Rumbula""";"""Swedbank"" AS filiāle";Rumbula;"";0;K;Komercreģistrs;FIL;Filiāle;2006-08-16;2017-04-12;L;Rīga, Maskavas iela 400;1063;105181344;0;100003003;0010000;
48501004057;LV31ZZZ48501004057;"Saldus rajona Zirņu pagasta zemnieku saimniecība ""LODIŅI""";Saldus rajona Zirņu pagasta zemnieku saimniecība;LODIŅI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1992-05-15;; ;"Saldus nov., Zirņu pag., ""Lodiņi""";3801;104438802;100016204;0;0849600;
48501004146;LV53ZZZ48501004146;"Saldus rajona Rubas pagasta zemnieku saimniecība ""DEBEŠI""";Saldus rajona Rubas pagasta zemnieku saimniecība;DEBEŠI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1992-05-18;; ;"Saldus nov., Rubas pag., ""Debeši""";3892;103526326;100016204;0;0848200;
40003954944;LV82ZZZ40003954944;"Sabiedrība ar ierobežotu atbildību ""Cintus""";Sabiedrība ar ierobežotu atbildību;Cintus;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2007-09-13;2015-12-01;L;Salaspils nov., Salaspils pag., Saurieši, Guntiņas iela 1;2118;105136315;100015485;0;0801231;
41502028059;"";"IK ""Šļapkins-Šļapkovs""";IK;Šļapkins-Šļapkovs;"";0;K;Komercreģistrs;IK;Individuālais komersants;2008-01-17;2012-05-31;L;Daugavpils, Miera iela 120V-2;5417;104029018;0;100003011;0050000;
41502028345;"";"IK ""N.O.V.K.""";IK;N.O.V.K.;"";0;K;Komercreģistrs;IK;Individuālais komersants;2008-02-19;2012-07-16;L;Daugavpils, Miera iela 30-2;5404;116641495;0;100003011;0050000;
48501004076;LV03ZZZ48501004076;"Saldus rajona Brocēnu pilsētas zemnieku saimniecība ""TILTIŅI""";Saldus rajona Brocēnu pilsētas zemnieku saimniecība;TILTIŅI;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1992-05-18;; ;"Saldus nov., Brocēni, ""Tiltiņi""";3851;100003622;100016663;100003622;0840605;
43603018616;LV54ZZZ43603018616;"Sabiedrība ar ierobežotu atbildību ""AUKOR""";Sabiedrība ar ierobežotu atbildību;AUKOR;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2003-02-19;; ;Jelgava, Romas iela 65A;3001;101100402;0;100003028;0090000;
43603012581;LV39ZZZ43603012581;"Sabiedrība ar ierobežotu atbildību ""RAIVO UN PARTNERI""";Sabiedrība ar ierobežotu atbildību;RAIVO UN PARTNERI;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1999-04-15;; ;"Jelgavas nov., Valgundes pag., ""Mežstrādnieki""";3017;105347094;100015895;0;0540286;
40008033052;LV37ZZZ40008033052;"""International Decalifting Federation""";"";International Decalifting Federation;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;1998-02-17;; ;Rīga, Augusta Deglava iela 1A;1009;101817331;0;100003003;0010000;
40003903740;;"Sabiedrība ar ierobežotu atbildību ""MIA Consulting""";Sabiedrība ar ierobežotu atbildību;MIA Consulting;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2007-03-05;2010-06-21;L;Rīga, Puškina iela 1a;1050;101971377;0;100003003;0010000;
40002149065;LV19ZZZ40002149065;Individuālais komersants Clean-Team;Individuālais komersants;Clean-Team;"";1;K;Komercreģistrs;IK;Individuālais komersants;2009-08-13;2015-06-03;L;"Ķekavas nov., Ķekavas pag., Mellupi, ""Mellupi 2""-3";2113;118061761;100015950;0;0800870;
40103447342;LV56ZZZ40103447342;"Sabiedrība ar ierobežotu atbildību ""AL-Co RV""";Sabiedrība ar ierobežotu atbildību;AL-Co RV;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-08-15;2015-11-30;L;Rīga, Brīvības iela 74-14;1011;111834566;0;100003003;0010000;
40002144392;LV90ZZZ40002144392;"IK ""RIMODA""";IK;RIMODA;"";0;K;Komercreģistrs;IK;Individuālais komersants;2009-02-11;2015-06-03;L;Rīga, Ganību dambis 13-28;1045;112118280;0;100003003;0010000;
41502028595;"";"IK ""Serjoga S.""";IK;Serjoga S.;"";0;K;Komercreģistrs;IK;Individuālais komersants;2008-03-31;2012-03-19;L;Krāslavas nov., Ūdrīšu pag., Augstkalne, Dārza iela 8-6;5600;115763194;100015315;0;0609600;
41502028839;"";"IK ""Veiksme D""";IK;Veiksme D;"";0;K;Komercreģistrs;IK;Individuālais komersants;2008-05-22;2012-02-06;L;Daugavpils, Akadēmiķa Graftio iela 29-141;5414;116717817;0;100003011;0050000;
43603049264;LV65ZZZ43603049264;"Sabiedrība ar ierobežotu atbildību ""PALETE R""";Sabiedrība ar ierobežotu atbildību;PALETE R;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2011-09-02;; ;Olaines nov., Olaines pag., Grēnes, Jasmīnu iela 2;2127;104122318;100016077;0;0801080;
41502029158;"";"IK ""Maksi-m""";IK;Maksi-m;"";0;K;Komercreģistrs;IK;Individuālais komersants;2008-08-21;2012-06-28;L;Daugavpils, Sliežu iela 44;5412;102633134;0;100003011;0050000;
40003080239;LV42ZZZ40003080239;"Sabiedrība ar ierobežotu atbildību ""MARIZA""";Sabiedrība ar ierobežotu atbildību;MARIZA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1992-06-25;2016-06-14;L;Ķekavas nov., Ķekavas pag., Ķekava, Gaismas iela 4/19-2;2123;100390044;100015950;0;0807000;
41502029694;"";"IK ""Lusi""";IK;Lusi;"";0;K;Komercreģistrs;IK;Individuālais komersants;2008-12-15;2012-06-06;L;Daugavpils, Liginišķu iela 9;5415;102552741;0;100003011;0050000;
48503022305;LV92ZZZ48503022305;"SIA ""HOPS""";SIA;HOPS;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;2013-10-02;2017-03-24;L;Brocēnu nov., Brocēni, Skolas iela 18 - 18;3851;110853695;100015323;100003622;0840605;
50001006801;LV32ZZZ50001006801;"Zemnieku saimniecība Ogres rajona Krapes pagasta ""BIRZTALAS""";Zemnieku saimniecība Ogres rajona Krapes pagasta;BIRZTALAS;"";0;U;Uzņēmumu reģistra žurnāls;ZEM;Zemnieku saimniecība;1996-04-18;; ;"Ogres nov., Krapes pag., ""Birztalas""";"";100013030;100016688;0;0745200;
40008207600;LV83ZZZ40008207600;"Makšķernieku biedrība ""Stagars""";Makšķernieku biedrība;Stagars;"";0;B;Biedrību un nodibinājumu reģistrs;BDR;Biedrība;2013-04-02;; ;Līvānu nov., Līvāni, Saules iela 12 - 14;5316;110273005;100015243;100003526;0761211;
41203002946;LV41ZZZ41203002946;"SIA ""BARKA""";SIA;BARKA;"";0;K;Komercreģistrs;SIA;Sabiedrība ar ierobežotu atbildību;1993-01-21;2019-01-14;L;Ventspils, Kuldīgas iela 141;3601;102370560;0;100003060;0270000;
